prefix_1,prefix_2,prefix_3,stem,suffix_1,suffix_2,suffix_3,full_word
,በ,አ,ገዳደል,ኡ,ባቸው,ም,በአገዳደልኡባቸውም
,የ,አላ,ገዳደል,ኩ,ም,,የአላገዳደልኩም
,ስለ,አላ,ገዳደል,ኩ,ም,,ስለአላገዳደልኩም
,ከ,አላ,ገዳደል,ኩ,ም,,ከአላገዳደልኩም
,በ,አላ,ገዳደል,ኩ,ም,,በአላገዳደልኩም
,የ,አላ,ገዳደል,ን,ም,,የአላገዳደልንም
,ስለ,አላ,ገዳደል,ን,ም,,ስለአላገዳደልንም
,ከ,አላ,ገዳደል,ን,ም,,ከአላገዳደልንም
,በ,አላ,ገዳደል,ን,ም,,በአላገዳደልንም
,የ,አላ,ገዳደል,ክ,ም,,የአላገዳደልክም
,ስለ,አላ,ገዳደል,ክ,ም,,ስለአላገዳደልክም
,ከ,አላ,ገዳደል,ክ,ም,,ከአላገዳደልክም
,በ,አላ,ገዳደል,ክ,ም,,በአላገዳደልክም
,የ,አላ,ገዳደል,ሽ,ም,,የአላገዳደልሽም
,ስለ,አላ,ገዳደል,ሽ,ም,,ስለአላገዳደልሽም
,ከ,አላ,ገዳደል,ሽ,ም,,ከአላገዳደልሽም
,በ,አላ,ገዳደል,ሽ,ም,,በአላገዳደልሽም
,የ,አላ,ገዳደል,አችሁ,ም,,የአላገዳደልአችሁም
,ስለ,አላ,ገዳደል,አችሁ,ም,,ስለአላገዳደልአችሁም
,ከ,አላ,ገዳደል,አችሁ,ም,,ከአላገዳደልአችሁም
,በ,አላ,ገዳደል,አችሁ,ም,,በአላገዳደልአችሁም
,የ,አላ,ገዳደል,ኧ,ም,,የአላገዳደልኧም
,ስለ,አላ,ገዳደል,ኧ,ም,,ስለአላገዳደልኧም
,ከ,አላ,ገዳደል,ኧ,ም,,ከአላገዳደልኧም
,በ,አላ,ገዳደል,ኧ,ም,,በአላገዳደልኧም
,የ,አላ,ገዳደል,ኧች,ም,,የአላገዳደልኧችም
,ስለ,አላ,ገዳደል,ኧች,ም,,ስለአላገዳደልኧችም
,ከ,አላ,ገዳደል,ኧች,ም,,ከአላገዳደልኧችም
,በ,አላ,ገዳደል,ኧች,ም,,በአላገዳደልኧችም
,የ,አላ,ገዳደል,ኡ,ም,,የአላገዳደልኡም
,ስለ,አላ,ገዳደል,ኡ,ም,,ስለአላገዳደልኡም
,ከ,አላ,ገዳደል,ኡ,ም,,ከአላገዳደልኡም
,በ,አላ,ገዳደል,ኡ,ም,,በአላገዳደልኡም
,የ,አላ,ገዳደል,ኩ,ህ,ም,የአላገዳደልኩህም
,የ,አላ,ገዳደል,ኩ,ሽ,ም,የአላገዳደልኩሽም
,የ,አላ,ገዳደል,ኩ,አችሁ,ም,የአላገዳደልኩአችሁም
,የ,አላ,ገዳደል,ኩ,ት,ም,የአላገዳደልኩትም
,የ,አላ,ገዳደል,ኩ,አት,ም,የአላገዳደልኩአትም
,የ,አላ,ገዳደል,ኩ,አቸው,ም,የአላገዳደልኩአቸውም
,ስለ,አላ,ገዳደል,ኩ,ህ,ም,ስለአላገዳደልኩህም
,ስለ,አላ,ገዳደል,ኩ,ሽ,ም,ስለአላገዳደልኩሽም
,ስለ,አላ,ገዳደል,ኩ,አችሁ,ም,ስለአላገዳደልኩአችሁም
,ስለ,አላ,ገዳደል,ኩ,ት,ም,ስለአላገዳደልኩትም
,ስለ,አላ,ገዳደል,ኩ,አት,ም,ስለአላገዳደልኩአትም
,ስለ,አላ,ገዳደል,ኩ,አቸው,ም,ስለአላገዳደልኩአቸውም
,ከ,አላ,ገዳደል,ኩ,ህ,ም,ከአላገዳደልኩህም
,ከ,አላ,ገዳደል,ኩ,ሽ,ም,ከአላገዳደልኩሽም
,ከ,አላ,ገዳደል,ኩ,አችሁ,ም,ከአላገዳደልኩአችሁም
,ከ,አላ,ገዳደል,ኩ,ት,ም,ከአላገዳደልኩትም
,ከ,አላ,ገዳደል,ኩ,አት,ም,ከአላገዳደልኩአትም
,ከ,አላ,ገዳደል,ኩ,አቸው,ም,ከአላገዳደልኩአቸውም
,በ,አላ,ገዳደል,ኩ,ህ,ም,በአላገዳደልኩህም
,በ,አላ,ገዳደል,ኩ,ሽ,ም,በአላገዳደልኩሽም
,በ,አላ,ገዳደል,ኩ,አችሁ,ም,በአላገዳደልኩአችሁም
,በ,አላ,ገዳደል,ኩ,ት,ም,በአላገዳደልኩትም
,በ,አላ,ገዳደል,ኩ,አት,ም,በአላገዳደልኩአትም
,በ,አላ,ገዳደል,ኩ,አቸው,ም,በአላገዳደልኩአቸውም
,የ,አላ,ገዳደል,ን,ህ,ም,የአላገዳደልንህም
,የ,አላ,ገዳደል,ን,ሽ,ም,የአላገዳደልንሽም
,የ,አላ,ገዳደል,ን,አችሁ,ም,የአላገዳደልንአችሁም
,የ,አላ,ገዳደል,ን,ት,ም,የአላገዳደልንትም
,የ,አላ,ገዳደል,ን,አት,ም,የአላገዳደልንአትም
,የ,አላ,ገዳደል,ን,አቸው,ም,የአላገዳደልንአቸውም
,ስለ,አላ,ገዳደል,ን,ህ,ም,ስለአላገዳደልንህም
,ስለ,አላ,ገዳደል,ን,ሽ,ም,ስለአላገዳደልንሽም
,ስለ,አላ,ገዳደል,ን,አችሁ,ም,ስለአላገዳደልንአችሁም
,ስለ,አላ,ገዳደል,ን,ት,ም,ስለአላገዳደልንትም
,ስለ,አላ,ገዳደል,ን,አት,ም,ስለአላገዳደልንአትም
,ስለ,አላ,ገዳደል,ን,አቸው,ም,ስለአላገዳደልንአቸውም
,ከ,አላ,ገዳደል,ን,ህ,ም,ከአላገዳደልንህም
,ከ,አላ,ገዳደል,ን,ሽ,ም,ከአላገዳደልንሽም
,ከ,አላ,ገዳደል,ን,አችሁ,ም,ከአላገዳደልንአችሁም
,ከ,አላ,ገዳደል,ን,ት,ም,ከአላገዳደልንትም
,ከ,አላ,ገዳደል,ን,አት,ም,ከአላገዳደልንአትም
,ከ,አላ,ገዳደል,ን,አቸው,ም,ከአላገዳደልንአቸውም
,በ,አላ,ገዳደል,ን,ህ,ም,በአላገዳደልንህም
,በ,አላ,ገዳደል,ን,ሽ,ም,በአላገዳደልንሽም
,በ,አላ,ገዳደል,ን,አችሁ,ም,በአላገዳደልንአችሁም
,በ,አላ,ገዳደል,ን,ት,ም,በአላገዳደልንትም
,በ,አላ,ገዳደል,ን,አት,ም,በአላገዳደልንአትም
,በ,አላ,ገዳደል,ን,አቸው,ም,በአላገዳደልንአቸውም
,የ,አላ,ገዳደል,ክ,ኧኝ,ም,የአላገዳደልክኧኝም
,የ,አላ,ገዳደል,ክ,ኧን,ም,የአላገዳደልክኧንም
,የ,አላ,ገዳደል,ክ,ኧው,ም,የአላገዳደልክኧውም
,የ,አላ,ገዳደል,ክ,አት,ም,የአላገዳደልክአትም
,የ,አላ,ገዳደል,ክ,አቸው,ም,የአላገዳደልክአቸውም
,ስለ,አላ,ገዳደል,ክ,ኧኝ,ም,ስለአላገዳደልክኧኝም
,ስለ,አላ,ገዳደል,ክ,ኧን,ም,ስለአላገዳደልክኧንም
,ስለ,አላ,ገዳደል,ክ,ኧው,ም,ስለአላገዳደልክኧውም
,ስለ,አላ,ገዳደል,ክ,አት,ም,ስለአላገዳደልክአትም
,ስለ,አላ,ገዳደል,ክ,አቸው,ም,ስለአላገዳደልክአቸውም
,ከ,አላ,ገዳደል,ክ,ኧኝ,ም,ከአላገዳደልክኧኝም
,ከ,አላ,ገዳደል,ክ,ኧን,ም,ከአላገዳደልክኧንም
,ከ,አላ,ገዳደል,ክ,ኧው,ም,ከአላገዳደልክኧውም
,ከ,አላ,ገዳደል,ክ,አት,ም,ከአላገዳደልክአትም
,ከ,አላ,ገዳደል,ክ,አቸው,ም,ከአላገዳደልክአቸውም
,በ,አላ,ገዳደል,ክ,ኧኝ,ም,በአላገዳደልክኧኝም
,በ,አላ,ገዳደል,ክ,ኧን,ም,በአላገዳደልክኧንም
,በ,አላ,ገዳደል,ክ,ኧው,ም,በአላገዳደልክኧውም
,በ,አላ,ገዳደል,ክ,አት,ም,በአላገዳደልክአትም
,በ,አላ,ገዳደል,ክ,አቸው,ም,በአላገዳደልክአቸውም
,የ,አላ,ገዳደል,ሽ,ኝ,ም,የአላገዳደልሽኝም
,የ,አላ,ገዳደል,ሽ,ን,ም,የአላገዳደልሽንም
,የ,አላ,ገዳደል,ሽ,ው,ም,የአላገዳደልሽውም
,የ,አላ,ገዳደል,ሽ,አት,ም,የአላገዳደልሽአትም
,የ,አላ,ገዳደል,ሽ,አቸው,ም,የአላገዳደልሽአቸውም
,ስለ,አላ,ገዳደል,ሽ,ኝ,ም,ስለአላገዳደልሽኝም
,ስለ,አላ,ገዳደል,ሽ,ን,ም,ስለአላገዳደልሽንም
,ስለ,አላ,ገዳደል,ሽ,ው,ም,ስለአላገዳደልሽውም
,ስለ,አላ,ገዳደል,ሽ,አት,ም,ስለአላገዳደልሽአትም
,ስለ,አላ,ገዳደል,ሽ,አቸው,ም,ስለአላገዳደልሽአቸውም
,ከ,አላ,ገዳደል,ሽ,ኝ,ም,ከአላገዳደልሽኝም
,ከ,አላ,ገዳደል,ሽ,ን,ም,ከአላገዳደልሽንም
,ከ,አላ,ገዳደል,ሽ,ው,ም,ከአላገዳደልሽውም
,ከ,አላ,ገዳደል,ሽ,አት,ም,ከአላገዳደልሽአትም
,ከ,አላ,ገዳደል,ሽ,አቸው,ም,ከአላገዳደልሽአቸውም
,በ,አላ,ገዳደል,ሽ,ኝ,ም,በአላገዳደልሽኝም
,በ,አላ,ገዳደል,ሽ,ን,ም,በአላገዳደልሽንም
,በ,አላ,ገዳደል,ሽ,ው,ም,በአላገዳደልሽውም
,በ,አላ,ገዳደል,ሽ,አት,ም,በአላገዳደልሽአትም
,በ,አላ,ገዳደል,ሽ,አቸው,ም,በአላገዳደልሽአቸውም
,የ,አላ,ገዳደል,አችሁ,ኝ,ም,የአላገዳደልአችሁኝም
,የ,አላ,ገዳደል,አችሁ,ን,ም,የአላገዳደልአችሁንም
,የ,አላ,ገዳደል,አችሁ,ት,ም,የአላገዳደልአችሁትም
,የ,አላ,ገዳደል,አችሁ,አት,ም,የአላገዳደልአችሁአትም
,የ,አላ,ገዳደል,አችሁ,አቸው,ም,የአላገዳደልአችሁአቸውም
,ስለ,አላ,ገዳደል,አችሁ,ኝ,ም,ስለአላገዳደልአችሁኝም
,ስለ,አላ,ገዳደል,አችሁ,ን,ም,ስለአላገዳደልአችሁንም
,ስለ,አላ,ገዳደል,አችሁ,ት,ም,ስለአላገዳደልአችሁትም
,ስለ,አላ,ገዳደል,አችሁ,አት,ም,ስለአላገዳደልአችሁአትም
,ስለ,አላ,ገዳደል,አችሁ,አቸው,ም,ስለአላገዳደልአችሁአቸውም
,ከ,አላ,ገዳደል,አችሁ,ኝ,ም,ከአላገዳደልአችሁኝም
,ከ,አላ,ገዳደል,አችሁ,ን,ም,ከአላገዳደልአችሁንም
,ከ,አላ,ገዳደል,አችሁ,ት,ም,ከአላገዳደልአችሁትም
,ከ,አላ,ገዳደል,አችሁ,አት,ም,ከአላገዳደልአችሁአትም
,ከ,አላ,ገዳደል,አችሁ,አቸው,ም,ከአላገዳደልአችሁአቸውም
,በ,አላ,ገዳደል,አችሁ,ኝ,ም,በአላገዳደልአችሁኝም
,በ,አላ,ገዳደል,አችሁ,ን,ም,በአላገዳደልአችሁንም
,በ,አላ,ገዳደል,አችሁ,ት,ም,በአላገዳደልአችሁትም
,በ,አላ,ገዳደል,አችሁ,አት,ም,በአላገዳደልአችሁአትም
,በ,አላ,ገዳደል,አችሁ,አቸው,ም,በአላገዳደልአችሁአቸውም
,የ,አላ,ገዳደል,ኧ,ኝ,ም,የአላገዳደልኧኝም
,የ,አላ,ገዳደል,ኧ,ን,ም,የአላገዳደልኧንም
,የ,አላ,ገዳደል,ኧ,ህ,ም,የአላገዳደልኧህም
,የ,አላ,ገዳደል,ኧ,ሽ,ም,የአላገዳደልኧሽም
,የ,አላ,ገዳደል,ኧ,ው,ም,የአላገዳደልኧውም
,የ,አላ,ገዳደል,ኧ,አት,ም,የአላገዳደልኧአትም
,የ,አላ,ገዳደል,ኧ,አቸው,ም,የአላገዳደልኧአቸውም
,ስለ,አላ,ገዳደል,ኧ,ኝ,ም,ስለአላገዳደልኧኝም
,ስለ,አላ,ገዳደል,ኧ,ን,ም,ስለአላገዳደልኧንም
,ስለ,አላ,ገዳደል,ኧ,ህ,ም,ስለአላገዳደልኧህም
,ስለ,አላ,ገዳደል,ኧ,ሽ,ም,ስለአላገዳደልኧሽም
,ስለ,አላ,ገዳደል,ኧ,ው,ም,ስለአላገዳደልኧውም
,ስለ,አላ,ገዳደል,ኧ,አት,ም,ስለአላገዳደልኧአትም
,ስለ,አላ,ገዳደል,ኧ,አቸው,ም,ስለአላገዳደልኧአቸውም
,ከ,አላ,ገዳደል,ኧ,ኝ,ም,ከአላገዳደልኧኝም
,ከ,አላ,ገዳደል,ኧ,ን,ም,ከአላገዳደልኧንም
,ከ,አላ,ገዳደል,ኧ,ህ,ም,ከአላገዳደልኧህም
,ከ,አላ,ገዳደል,ኧ,ሽ,ም,ከአላገዳደልኧሽም
,ከ,አላ,ገዳደል,ኧ,ው,ም,ከአላገዳደልኧውም
,ከ,አላ,ገዳደል,ኧ,አት,ም,ከአላገዳደልኧአትም
,ከ,አላ,ገዳደል,ኧ,አቸው,ም,ከአላገዳደልኧአቸውም
,በ,አላ,ገዳደል,ኧ,ኝ,ም,በአላገዳደልኧኝም
,በ,አላ,ገዳደል,ኧ,ን,ም,በአላገዳደልኧንም
,በ,አላ,ገዳደል,ኧ,ህ,ም,በአላገዳደልኧህም
,በ,አላ,ገዳደል,ኧ,ሽ,ም,በአላገዳደልኧሽም
,በ,አላ,ገዳደል,ኧ,ው,ም,በአላገዳደልኧውም
,በ,አላ,ገዳደል,ኧ,አት,ም,በአላገዳደልኧአትም
,በ,አላ,ገዳደል,ኧ,አቸው,ም,በአላገዳደልኧአቸውም
,የ,አላ,ገዳደል,ኧች,ኝ,ም,የአላገዳደልኧችኝም
,የ,አላ,ገዳደል,ኧች,ን,ም,የአላገዳደልኧችንም
,የ,አላ,ገዳደል,ኧች,ህ,ም,የአላገዳደልኧችህም
,የ,አላ,ገዳደል,ኧች,ሽ,ም,የአላገዳደልኧችሽም
,የ,አላ,ገዳደል,ኧች,ው,ም,የአላገዳደልኧችውም
,የ,አላ,ገዳደል,ኧች,አት,ም,የአላገዳደልኧችአትም
,የ,አላ,ገዳደል,ኧች,አቸው,ም,የአላገዳደልኧችአቸውም
,ስለ,አላ,ገዳደል,ኧች,ኝ,ም,ስለአላገዳደልኧችኝም
,ስለ,አላ,ገዳደል,ኧች,ን,ም,ስለአላገዳደልኧችንም
,ስለ,አላ,ገዳደል,ኧች,ህ,ም,ስለአላገዳደልኧችህም
,ስለ,አላ,ገዳደል,ኧች,ሽ,ም,ስለአላገዳደልኧችሽም
,ስለ,አላ,ገዳደል,ኧች,ው,ም,ስለአላገዳደልኧችውም
,ስለ,አላ,ገዳደል,ኧች,አት,ም,ስለአላገዳደልኧችአትም
,ስለ,አላ,ገዳደል,ኧች,አቸው,ም,ስለአላገዳደልኧችአቸውም
,ከ,አላ,ገዳደል,ኧች,ኝ,ም,ከአላገዳደልኧችኝም
,ከ,አላ,ገዳደል,ኧች,ን,ም,ከአላገዳደልኧችንም
,ከ,አላ,ገዳደል,ኧች,ህ,ም,ከአላገዳደልኧችህም
,ከ,አላ,ገዳደል,ኧች,ሽ,ም,ከአላገዳደልኧችሽም
,ከ,አላ,ገዳደል,ኧች,ው,ም,ከአላገዳደልኧችውም
,ከ,አላ,ገዳደል,ኧች,አት,ም,ከአላገዳደልኧችአትም
,ከ,አላ,ገዳደል,ኧች,አቸው,ም,ከአላገዳደልኧችአቸውም
,በ,አላ,ገዳደል,ኧች,ኝ,ም,በአላገዳደልኧችኝም
,በ,አላ,ገዳደል,ኧች,ን,ም,በአላገዳደልኧችንም
,በ,አላ,ገዳደል,ኧች,ህ,ም,በአላገዳደልኧችህም
,በ,አላ,ገዳደል,ኧች,ሽ,ም,በአላገዳደልኧችሽም
,በ,አላ,ገዳደል,ኧች,ው,ም,በአላገዳደልኧችውም
,በ,አላ,ገዳደል,ኧች,አት,ም,በአላገዳደልኧችአትም
,በ,አላ,ገዳደል,ኧች,አቸው,ም,በአላገዳደልኧችአቸውም
,የ,አላ,ገዳደል,ኡ,ኝ,ም,የአላገዳደልኡኝም
,የ,አላ,ገዳደል,ኡ,ን,ም,የአላገዳደልኡንም
,የ,አላ,ገዳደል,ኡ,ህ,ም,የአላገዳደልኡህም
,የ,አላ,ገዳደል,ኡ,ሽ,ም,የአላገዳደልኡሽም
,የ,አላ,ገዳደል,ኡ,ት,ም,የአላገዳደልኡትም
,የ,አላ,ገዳደል,ኡ,አት,ም,የአላገዳደልኡአትም
,የ,አላ,ገዳደል,ኡ,አቸው,ም,የአላገዳደልኡአቸውም
,ስለ,አላ,ገዳደል,ኡ,ኝ,ም,ስለአላገዳደልኡኝም
,ስለ,አላ,ገዳደል,ኡ,ን,ም,ስለአላገዳደልኡንም
,ስለ,አላ,ገዳደል,ኡ,ህ,ም,ስለአላገዳደልኡህም
,ስለ,አላ,ገዳደል,ኡ,ሽ,ም,ስለአላገዳደልኡሽም
,ስለ,አላ,ገዳደል,ኡ,ት,ም,ስለአላገዳደልኡትም
,ስለ,አላ,ገዳደል,ኡ,አት,ም,ስለአላገዳደልኡአትም
,ስለ,አላ,ገዳደል,ኡ,አቸው,ም,ስለአላገዳደልኡአቸውም
,ከ,አላ,ገዳደል,ኡ,ኝ,ም,ከአላገዳደልኡኝም
,ከ,አላ,ገዳደል,ኡ,ን,ም,ከአላገዳደልኡንም
,ከ,አላ,ገዳደል,ኡ,ህ,ም,ከአላገዳደልኡህም
,ከ,አላ,ገዳደል,ኡ,ሽ,ም,ከአላገዳደልኡሽም
,ከ,አላ,ገዳደል,ኡ,ት,ም,ከአላገዳደልኡትም
,ከ,አላ,ገዳደል,ኡ,አት,ም,ከአላገዳደልኡአትም
,ከ,አላ,ገዳደል,ኡ,አቸው,ም,ከአላገዳደልኡአቸውም
,በ,አላ,ገዳደል,ኡ,ኝ,ም,በአላገዳደልኡኝም
,በ,አላ,ገዳደል,ኡ,ን,ም,በአላገዳደልኡንም
,በ,አላ,ገዳደል,ኡ,ህ,ም,በአላገዳደልኡህም
,በ,አላ,ገዳደል,ኡ,ሽ,ም,በአላገዳደልኡሽም
,በ,አላ,ገዳደል,ኡ,ት,ም,በአላገዳደልኡትም
,በ,አላ,ገዳደል,ኡ,አት,ም,በአላገዳደልኡአትም
,በ,አላ,ገዳደል,ኡ,አቸው,ም,በአላገዳደልኡአቸውም
,የ,አላ,ገዳደል,ኩ,ብህ,ም,የአላገዳደልኩብህም
,የ,አላ,ገዳደል,ኩ,ብሽ,ም,የአላገዳደልኩብሽም
,የ,አላ,ገዳደል,ኩ,ባችሁ,ም,የአላገዳደልኩባችሁም
,የ,አላ,ገዳደል,ኩ,በት,ም,የአላገዳደልኩበትም
,የ,አላ,ገዳደል,ኩ,ባት,ም,የአላገዳደልኩባትም
,የ,አላ,ገዳደል,ኩ,ባቸው,ም,የአላገዳደልኩባቸውም
,ስለ,አላ,ገዳደል,ኩ,ብህ,ም,ስለአላገዳደልኩብህም
,ስለ,አላ,ገዳደል,ኩ,ብሽ,ም,ስለአላገዳደልኩብሽም
,ስለ,አላ,ገዳደል,ኩ,ባችሁ,ም,ስለአላገዳደልኩባችሁም
,ስለ,አላ,ገዳደል,ኩ,በት,ም,ስለአላገዳደልኩበትም
,ስለ,አላ,ገዳደል,ኩ,ባት,ም,ስለአላገዳደልኩባትም
,ስለ,አላ,ገዳደል,ኩ,ባቸው,ም,ስለአላገዳደልኩባቸውም
,ከ,አላ,ገዳደል,ኩ,ብህ,ም,ከአላገዳደልኩብህም
,ከ,አላ,ገዳደል,ኩ,ብሽ,ም,ከአላገዳደልኩብሽም
,ከ,አላ,ገዳደል,ኩ,ባችሁ,ም,ከአላገዳደልኩባችሁም
,ከ,አላ,ገዳደል,ኩ,በት,ም,ከአላገዳደልኩበትም
,ከ,አላ,ገዳደል,ኩ,ባት,ም,ከአላገዳደልኩባትም
,ከ,አላ,ገዳደል,ኩ,ባቸው,ም,ከአላገዳደልኩባቸውም
,በ,አላ,ገዳደል,ኩ,ብህ,ም,በአላገዳደልኩብህም
,በ,አላ,ገዳደል,ኩ,ብሽ,ም,በአላገዳደልኩብሽም
,በ,አላ,ገዳደል,ኩ,ባችሁ,ም,በአላገዳደልኩባችሁም
,በ,አላ,ገዳደል,ኩ,በት,ም,በአላገዳደልኩበትም
,በ,አላ,ገዳደል,ኩ,ባት,ም,በአላገዳደልኩባትም
,በ,አላ,ገዳደል,ኩ,ባቸው,ም,በአላገዳደልኩባቸውም
,የ,አላ,ገዳደል,ን,ብህ,ም,የአላገዳደልንብህም
,የ,አላ,ገዳደል,ን,ብሽ,ም,የአላገዳደልንብሽም
,የ,አላ,ገዳደል,ን,ባችሁ,ም,የአላገዳደልንባችሁም
,የ,አላ,ገዳደል,ን,በት,ም,የአላገዳደልንበትም
,የ,አላ,ገዳደል,ን,ባት,ም,የአላገዳደልንባትም
,የ,አላ,ገዳደል,ን,ባቸው,ም,የአላገዳደልንባቸውም
,ስለ,አላ,ገዳደል,ን,ብህ,ም,ስለአላገዳደልንብህም
,ስለ,አላ,ገዳደል,ን,ብሽ,ም,ስለአላገዳደልንብሽም
,ስለ,አላ,ገዳደል,ን,ባችሁ,ም,ስለአላገዳደልንባችሁም
,ስለ,አላ,ገዳደል,ን,በት,ም,ስለአላገዳደልንበትም
,ስለ,አላ,ገዳደል,ን,ባት,ም,ስለአላገዳደልንባትም
,ስለ,አላ,ገዳደል,ን,ባቸው,ም,ስለአላገዳደልንባቸውም
,ከ,አላ,ገዳደል,ን,ብህ,ም,ከአላገዳደልንብህም
,ከ,አላ,ገዳደል,ን,ብሽ,ም,ከአላገዳደልንብሽም
,ከ,አላ,ገዳደል,ን,ባችሁ,ም,ከአላገዳደልንባችሁም
,ከ,አላ,ገዳደል,ን,በት,ም,ከአላገዳደልንበትም
,ከ,አላ,ገዳደል,ን,ባት,ም,ከአላገዳደልንባትም
,ከ,አላ,ገዳደል,ን,ባቸው,ም,ከአላገዳደልንባቸውም
,በ,አላ,ገዳደል,ን,ብህ,ም,በአላገዳደልንብህም
,በ,አላ,ገዳደል,ን,ብሽ,ም,በአላገዳደልንብሽም
,በ,አላ,ገዳደል,ን,ባችሁ,ም,በአላገዳደልንባችሁም
,በ,አላ,ገዳደል,ን,በት,ም,በአላገዳደልንበትም
,በ,አላ,ገዳደል,ን,ባት,ም,በአላገዳደልንባትም
,በ,አላ,ገዳደል,ን,ባቸው,ም,በአላገዳደልንባቸውም
,የ,አላ,ገዳደል,ክ,ብኝ,ም,የአላገዳደልክብኝም
,የ,አላ,ገዳደል,ክ,ብን,ም,የአላገዳደልክብንም
,የ,አላ,ገዳደል,ክ,በት,ም,የአላገዳደልክበትም
,የ,አላ,ገዳደል,ክ,ባት,ም,የአላገዳደልክባትም
,የ,አላ,ገዳደል,ክ,ባቸው,ም,የአላገዳደልክባቸውም
,ስለ,አላ,ገዳደል,ክ,ብኝ,ም,ስለአላገዳደልክብኝም
,ስለ,አላ,ገዳደል,ክ,ብን,ም,ስለአላገዳደልክብንም
,ስለ,አላ,ገዳደል,ክ,በት,ም,ስለአላገዳደልክበትም
,ስለ,አላ,ገዳደል,ክ,ባት,ም,ስለአላገዳደልክባትም
,ስለ,አላ,ገዳደል,ክ,ባቸው,ም,ስለአላገዳደልክባቸውም
,ከ,አላ,ገዳደል,ክ,ብኝ,ም,ከአላገዳደልክብኝም
,ከ,አላ,ገዳደል,ክ,ብን,ም,ከአላገዳደልክብንም
,ከ,አላ,ገዳደል,ክ,በት,ም,ከአላገዳደልክበትም
,ከ,አላ,ገዳደል,ክ,ባት,ም,ከአላገዳደልክባትም
,ከ,አላ,ገዳደል,ክ,ባቸው,ም,ከአላገዳደልክባቸውም
,በ,አላ,ገዳደል,ክ,ብኝ,ም,በአላገዳደልክብኝም
,በ,አላ,ገዳደል,ክ,ብን,ም,በአላገዳደልክብንም
,በ,አላ,ገዳደል,ክ,በት,ም,በአላገዳደልክበትም
,በ,አላ,ገዳደል,ክ,ባት,ም,በአላገዳደልክባትም
,በ,አላ,ገዳደል,ክ,ባቸው,ም,በአላገዳደልክባቸውም
,የ,አላ,ገዳደል,ሽ,ብኝ,ም,የአላገዳደልሽብኝም
,የ,አላ,ገዳደል,ሽ,ብን,ም,የአላገዳደልሽብንም
,የ,አላ,ገዳደል,ሽ,በት,ም,የአላገዳደልሽበትም
,የ,አላ,ገዳደል,ሽ,ባት,ም,የአላገዳደልሽባትም
,የ,አላ,ገዳደል,ሽ,ባቸው,ም,የአላገዳደልሽባቸውም
,ስለ,አላ,ገዳደል,ሽ,ብኝ,ም,ስለአላገዳደልሽብኝም
,ስለ,አላ,ገዳደል,ሽ,ብን,ም,ስለአላገዳደልሽብንም
,ስለ,አላ,ገዳደል,ሽ,በት,ም,ስለአላገዳደልሽበትም
,ስለ,አላ,ገዳደል,ሽ,ባት,ም,ስለአላገዳደልሽባትም
,ስለ,አላ,ገዳደል,ሽ,ባቸው,ም,ስለአላገዳደልሽባቸውም
,ከ,አላ,ገዳደል,ሽ,ብኝ,ም,ከአላገዳደልሽብኝም
,ከ,አላ,ገዳደል,ሽ,ብን,ም,ከአላገዳደልሽብንም
,ከ,አላ,ገዳደል,ሽ,በት,ም,ከአላገዳደልሽበትም
,ከ,አላ,ገዳደል,ሽ,ባት,ም,ከአላገዳደልሽባትም
,ከ,አላ,ገዳደል,ሽ,ባቸው,ም,ከአላገዳደልሽባቸውም
,በ,አላ,ገዳደል,ሽ,ብኝ,ም,በአላገዳደልሽብኝም
,በ,አላ,ገዳደል,ሽ,ብን,ም,በአላገዳደልሽብንም
,በ,አላ,ገዳደል,ሽ,በት,ም,በአላገዳደልሽበትም
,በ,አላ,ገዳደል,ሽ,ባት,ም,በአላገዳደልሽባትም
,በ,አላ,ገዳደል,ሽ,ባቸው,ም,በአላገዳደልሽባቸውም
,የ,አላ,ገዳደል,አችሁ,ብኝ,ም,የአላገዳደልአችሁብኝም
,የ,አላ,ገዳደል,አችሁ,ብን,ም,የአላገዳደልአችሁብንም
,የ,አላ,ገዳደል,አችሁ,በት,ም,የአላገዳደልአችሁበትም
,የ,አላ,ገዳደል,አችሁ,ባት,ም,የአላገዳደልአችሁባትም
,የ,አላ,ገዳደል,አችሁ,ባቸው,ም,የአላገዳደልአችሁባቸውም
,ስለ,አላ,ገዳደል,አችሁ,ብኝ,ም,ስለአላገዳደልአችሁብኝም
,ስለ,አላ,ገዳደል,አችሁ,ብን,ም,ስለአላገዳደልአችሁብንም
,ስለ,አላ,ገዳደል,አችሁ,በት,ም,ስለአላገዳደልአችሁበትም
,ስለ,አላ,ገዳደል,አችሁ,ባት,ም,ስለአላገዳደልአችሁባትም
,ስለ,አላ,ገዳደል,አችሁ,ባቸው,ም,ስለአላገዳደልአችሁባቸውም
,ከ,አላ,ገዳደል,አችሁ,ብኝ,ም,ከአላገዳደልአችሁብኝም
,ከ,አላ,ገዳደል,አችሁ,ብን,ም,ከአላገዳደልአችሁብንም
,ከ,አላ,ገዳደል,አችሁ,በት,ም,ከአላገዳደልአችሁበትም
,ከ,አላ,ገዳደል,አችሁ,ባት,ም,ከአላገዳደልአችሁባትም
,ከ,አላ,ገዳደል,አችሁ,ባቸው,ም,ከአላገዳደልአችሁባቸውም
